,Posts,Label
3915, የህወሀትን ድንገተኛ መብረቃዊ ጥቃት ያለ ኢሳይያስ ጣልቃ ገብነት ማሸነፍ የማይታሰብ ነበር ይላሉ  ፋኖ በአማራ  ኢሳይያስ ከአስመራ ከኤርትራ ባይደርሱ ኖሮ ዛሬ ደብረ ፅዮን የኢትዮጵያ ጠቅላይ ሚንስትር ይሆን ነበር  ,Offensive
3916, አሁን የኤርትራው መሪ ኢትዮጵያዊው ኢሳያስ የግብፅን ሰላዮች አፋፍሶ ዘብጥያ ወርውሯል  ሱዳንን አርፈሽ ተቀመጪም ብሏል  አረቦቹ እንደጠበቁት ሆኖ አላገኙትም ,Offensive
3917, ለእነ አሜሪካም ሄጵ ብሎባቸዋል  ከምር አስቡት በዚህ ቀውጢ ሰአት ኢሳያስ ባይኖር ኖሮ አቢይ የት ይሆን ነበር ብሎ ማሰቡ ብቻ በቂ ነው  ,Offensive
3918,ኤርትራ በትግራይ የምትፈፅመውንና እየፈፀመች ነው የሚባለውን ሰብአዊ ውድመት  ግድያ  ዘረፋ  አስገድድዶ መድፈር እቃወማለሁ  አወግዛለሁም ,Offensive
3919, ነገር ግን የእግዚአብሄርን ስራ ሳስበው ግርምምም ይለኛል  ,Free
3920, የበረኸኞቹን ቃል አስታውሱ  ከብዙ ደም መፍሰስና ውድመት በኋላ  በመጨረሻም ከኤርትራ በረሀ የሚነሳ የመስቀሉ ሰራዊት ኢትዮጵያን ሙሉ ለሙሉ ነፃ ያወጣታል ,Free
3921, ከምስራቅ ንጉሱ ባዶ እጁን ዘንጉን ብቻ ይዞ ይመጣል    ይኸው ነው ,Free
3922,የሱዳንን ወረራ ተከላከልክ ተብሎ ባለማእተቡን ሸበላ ፋኖ ብርሀኑ ነጋን በድኑ ብአዴን ዘብጥያ አውርዶታል አሉ  አይ ብአዴን,Offensive
3923,የእግዚአብሄር ጣት በሱዳን ላይ ከብዷል  ሱዳን እየነደደች ነው  ዘረፋው ጡፏል  መደማመጥ የለም  ካቢኔው ፓርላማው ተበትኗል ,Offensive
3924, ከኢትዮጵያ ወገን ምላሽ የሚሰጥ ባይኖርም የኢትዮጵያ አምላክ በሚገባ መልሱን እየሰጠ ነው   ኢትዮጵያን አትንኩ አከተመ ,Free
3925, እንዲህም ሆኖ ግን ኢትዮጵያ ታሸንፋለች  አባቴ ይሙት አዛኜን ኢትዮጵያ ታሸንፋለች  የኢትዮጵያ ትንሳኤዋም ቅርብ ነው ,Free
3926,ሰውነቱም  አካላቱም  ቤቱም  ግመሉም  መሬቱም ዝናብ የማያውቀው  ነፋስ የሚናፍቀው  የአረቡም አለም በበረዶ እየተቀጠቀጠ ነው  የበረዶ ጎርፍ  በረዶ ለአረብ  እህምምም ነው ,Offensive
3927,አድነኝ ጌታዬ አድነኝ,Free
3928,አድነኝ አምላኬ አድነኝ,Free
3929,የአሰሎጠሚዶኮ አቢይ አህመድና       የድጋፍ ሰልፉ እንድምታ ,Offensive
3930, ከትግራይና ከአማራ  ከአዲስ አበባም በቀር በከፊል ኢትዮጵያ ሰሞኑን ለአሰሎጠሚዶኮ አቢይ አህመድ የድጋፍ ሰልፍ ማድረጉን የሆኑ አካላት መያያዛቸውን እያየን ነው ,Offensive
3931, ያልገባኝ ነገር ቆይ ግን እንዲህ ላብ በላብ የሚያደርግ ለብለብ የሆነ የድጋፍ ሰልፍ ለጠሚያችን የሚወጣላቸው ጠሚው ምን ሆነው ነው ,Offensive
3932,እኛ የማናውቀው  ወይም እኛ ያልሰማነው ምን ችግር ገጥሟቸው ቢሆን ነው ለሎሬቱ እንዲህ አይነት ፍርግጥግጥ ያለ አበላም የሆነ የድጋፍ ሰልፍ ያሰፈለጋቸው የሆነ ነገርማ አለ  ,Offensive
3933, ጠሚው ጠፍጥፈው የፈጠሩት የብልጥግና ፓርቲያቸውም እንደ እሳቸው እንዲደገፍ የፈልጉ አይመስለኝም  ሰውየው አስበውበት ከፓርቲያቸው በላይ እየሆኑ ነው  ,Offensive
3934,ከፓርቲያቸው በላይ እንዲፈሩ  እንዲከከበሩ  እንዲወደዱና እንዲታዩም እየደከሙ  ሰዎቻቸውንም እያደከሙም ነው  በቀጥታ የመንግስቱ ሀይለማርያምንና የአይተ መለስ ዜናዊን መንገድም እየተከተሉም ነው ,Offensive
3935, የዚህ አይነቱ መንገድ ደግሞ ሄዶ ሄዶ መጨረሻው ከሳዳም ሁሴን  ከጋዳፊ እጣ ፈንታ ጋር ነው የሚያላትመው  እነሱ የወደቁበት ትቦ  ጉድጓድም ውስጥ ነው የሚዶለውም  መጥፎ መንገድ ነው  ,Offensive
3936, ከጓድ መንግስቱ ሀይለማርያም አመራር ጋር ወደፊት ሲሉ የከረሙ ሁሉ መጨረሻቸው የት እንደሆነ የታወቀ ነበር  ታውቋልም  ታይቷልም  ሀራሬና ቃሊቲ ነበር መጨረሻው  ,Offensive
3937,ከጓድ ታጋይ መለስ ዜናዊ አመራር ጋር ወደፊት ሲሉን የነበሩም መጨረሻቸው ባይለይም  ባይጠራም ነገር ግን ብትንትናቸው እንደወጣ ግን ግልጥ ነው  በተለይ ህወሀት ድራሽ አባቷ ነው የጠፋው  ህዝቡንም ለመከራ ነው የዳረገችው  ,Offensive
3938, የመለስ ልጆች ገሚሱ እንጂ ድራሽ አባቱ የጠፋው ገሚሱ አሁንም እንዳለ ነው  ,Offensive
3939,ፓርላማ ብትሄዱ የመለስ ልጆች በዚያ አሉ  ኤምባሲ ብትሄዱ አሁንም የመለስ ልጆች በዚያ አሉ  ፍርድ ቤት  መከላከያ  ፎሊስ ጣቢያ ብትሄዱ የመለስ ልጆች ባዚሊናቸውን እንኳ ሳይታጠቡ ሳይለቀለቁ ባደረ ፊታቸው ቁልጭ እንዳሉ ባደረ አፋቸው እያወሩ አሁንም እዚያው ተጎልተው ታገኟቸዋላችሁ  የክልል በረት ፕሬዘዳንቶች የመሌ ፍሬዎች ናቸው  ብአዴን  ኦህዴድም እንዳለ ነው ,Offensive
3940, የመለስ ሌጋሲ የሆነው አውሬው  ከፋፋዩ ህገ አራዊት የሚሉቱ ህገ መንግስት ተብዬውም ከቦታው ንቅንቅ አላለም  የመለስ ከፋፋይ  ገዳይ መንፈስ አሁንም በባርላማው እንዳለ ነው ,Offensive
3941, እንዳለ እንደተጎለተ ነው ያለው  ,Offensive
3942, አሁን ሰሞኑን አቢይ እንደሚያደርገው በአንድ ወቅት አይተ መለስ ዜናዊ ያደርገውና ይሆን ይሰራውን ያሳጣዋል  መሌ የአርከበን ቢልቦርድ ያስፈርስና የራሱን ፎቶ በየአደባባዩ ያስተክላል  ሰልፍ ያስወጣል ,Offensive
3943, ሲምፖዚየሙ  ጋዜጣው ሁሉ መለስ መለስ እንዲል ያስደርጋል ,Offensive
3944, መለስም ልክ እንደ አቢቹ ከኢትዮጵያም ከመሰረተው ፓርቲም በላይ ሆኖ ያርፈዋል ,Offensive
3945, ይሄ ሁኔታ ያልጣማቸው ፕሬዘዳንት ነጋሶ ጊዳዳም መለስ ዜናዊን  አንተ ሰው መንግስቱ ሀይለ ማርያምን እየመሰልክ መጣህሳ  ይሉታል አሉ  ,Offensive
3946,ተያ በኋላማ አቧራ ጨሰ  መሌ በሰጨው  ነጋሶን ከቤተመንግስት አባሮ  ለማኝ አደረጋቸው ,Offensive
3947, የኔ ቢጤ ሆኑ  ታክሲና አውቶቡስ ላይ እንዲጋፉ አደረጋቸው  የሚበሉት እስኪያጡ በረሀብ ቀጣቸው ,Offensive
3948, አምባገነን መቃወም የሚያስከትለውን ፍዳና መከራም በይፋ አሳያቸው  ነጋሶን ያየህ ተቀጣም አስባለ  ,Offensive
3949, መለስ ህወሀት ነበር  መለስ አብዮታዊ ዲሞክራሲ ነበር  መለስ ኢህአዴግ ነበር  ፓርቲው ራሱ መለስ ነበር ,Offensive
3950, መለስ ጠሚ ነበር  መለስ ፈላጭ ቆራጭ ነበር  ፓርላማው  ጦሩ  ኢኮኖሚው ሁሉ ራሱ መለስ ነበር   መለስ በቃ የሁሉ አድራጊ ፈጣሪ ነበር ,Offensive
3951, እሱ ያልወጠወጠው ወጥ ወጥ አይሆንም ነበር ,Offensive
3952, እሱ ሲያኮርፍ የሚያለቅስ ከሌለ  እሱ ሲናገር  ሲቆጣ  የማይሽቆጠቆጥ ከሌለ ዋጋውን በእጁ ያገኝ እንደነበር ይታወቃል  ዘበኞችን  የቀበሌ አብዮት ጠባቂዎችን  በገጠር ኑሮ የመረራቸውን  የከበዳቸውን መምህራንን ካድሬ አድርጎ መርጦ ሚኒስቴር እያደረገ አለሙን እያሳያቸው ሲያመልኩት እንዲኖሩ ያደረገ ደፋር መሰሪ ነበር  መ,Offensive
3953,ጨረሻው ግን አላማረም  ባለራእዩ  ባለ ህልሙ  ነቢዩ  ተንባዩ ምንትስዬ ቅብጥርስዬም ቢባልም ደንግጦ ከሞተ በኋላ ይኸው በአንድ ጊዜ ስም አጠራሩ ነው ከኢትዮጵያ ምድር የተደመሰሰው  ,Offensive
3954, አሁን ያ ሁሉ ጠፍቶ በመለስ ዜናዊ መጠሪያ ስም ተሰይመው እንደ አሸን ፈልተው የነበሩ መታሰቢያ ተቋማት በሙሉ ተደምስሰዋል  ፓርክ ነሽ  ሚዚየም ነሽ  ሆስፒታል ነሽ  ትምህርት ቤት  ሆስፒታል ነሽ  አካዳሚም ካዳሚም ጠፍቶ በግልፅ ተደምስሷል  የሚገርመው መለስ የተደመሰሰው ባሳደጋቸው ልጆቹ መሆኑ ነው  ,Offensive
3955, አሁን ተረኛውም እየሄዱበት ያለው መንገድ የአባታቸውን የመለስን መንገድ ይመስላል  ያለ እኔ አመራር አብዮቱ ግቡን አይመታም የሚሏት ነገር ቆይታ ዋጋ ታስከፍላቸዋለች  ,Offensive
3956,የብልፅግና ፓርቲ እስከአሁን ጠቅላላ ጉባኤ አላካሄደም  እጩዎቹንም አልመለመለም ,Offensive
3957, የሚታወቅ ፖሊሲ የለውም  መደመር  መቀነስ ብቻ የሚል ዲስኩር ነው  ,Offensive
3958,ምንም አማራጭ ለህዝብም አላቀረበም  አሻግራለሁ  ድልድይ ነኝ ማለት ደግሞ ፖሊሲ አይደለም  ፓርቲው ውስጥ የሚታወቁት ታዬ ደንዷና አቢይ አህመድ ብቻ ናቸው  ሌሎቹ ለሽ ብለዋል  ምረጫው እኮ እቁብ አይደለም  ,Offensive
3959,የመጀመሪያውን እጣ እኔ ልብላና በሁለተኛው እለቅላችኋለሁ ብለው አስበው ብቻ እንዳይሆን ብልጥግናዎች የተዘናጉት  ,Offensive
3960, የጠቅላያችን የድጋፍ ሰልፍ መደረግ የቀረው በአማራ ክልልና በትግራይ ክልል ነው  አዲስ አበባም እስከአሁን የለም  ትግራይ መቼም አይደረግም ,Offensive
3961,አዲስ አበባም ለአቢይ ከተወጣ እኔም እኔም የሚሉ ስለሚኖሩ ሳይወድ በግድ የታለፈ ይመስላል ,Offensive
3962, አማራ ክልል ግን የብአዴን ነገር አይታወቅም  ሰሞኑን ሰልፉን ሊያዘጋጅ ይችላል  መጀመሪያ ግን የሆነች ቅሬታ ለማስፋቅ የቤኒሻንጉል ብልፅግና አማራን በመግደሌ  በመጨፍጨፌ ይቅርታ አድርጉልኝ የሚል መግለጫ እንዲያወጣም አስደርጓል  እናም ሰሞኑን ወይ ባህርዳር  ወይ ደብረ ማርቆስ  ወይ ጎንደር  ወይ ደሴ  ወይ ደብረ ብርሀን መጠበቅ ነው  ,Offensive
3963, የድጋፍ ሰልፉ በኦሮሚያ የ ተማሪዎችን ነፍስ መቅጠፉ እየተነገረ ነው  ኮሮናው እንዳለ ሆኖ ማለት ነው ,Offensive
3964,  እደግመዋለሁ ለአሰሎጠሚዶኮ አቢይ አህመድ እንዲህ ላብ በላብ የሚያደርግ ለብለብ የሆነ የድጋፍ ሰልፍ የሚወጣላቸው ጠሚው ምን ሆነው ነው እኛ የማናውቀው  ወይም እኛ ያልሰማነው ምን ችግር ገጥሟቸው ቢሆን ነው ሎሬቱ እንዲህ አይነት ፍርግጥግጥ ያለ የድጋፍ ሰልፍ ያሰፈለጋቸው ,Offensive
3965,አማራን ሲያታልሉ መሆኑ ነው  ለድጋፍ ሰልፍ ተዘጋጅ ሲሉት  ጄኖሳይድ በይቅርታ አይታለፍም  አከተመ ,Free
3966,የድጋፍ ሰልፉ ውጤት ነው  የኮሮናው ሳይደመር ማለት ነው  መቼም ይሄ ድህነት የማያመጣው ጣጣ የለም  ተማሪዎች ብቻ አይደሉም  ,Free
3967,ምስኪን ገበሬዎች እና የመንግስት ሰራተኞችም ጭምር ናቸው ያለቁት ተብሏል  ማንኛውም ነፍስ ይማር ,Free
3968, በትግራይ ኢትዮጵያም እንዲህ እየሆነ ነው አሉ  የቀድሞ ስርአት አሻራዎች በቀለምም በጥይትም እየተደመሰሱ ነው አሉ  ወይ ጊዜ ደጉ ህወሀትም ለአቅመ የቀድሞ ስርአት ደጋፊዎቿም ለአቅመ የቀድሞ ስርአት ናፋቂዎች ለመባል በቁ አይደል አያድርስ እኮ ነው  አቤት አፈጣጠኑ  ሰገርም  ኦኦ ,Free
3969,ወላ መስመሪ ሀይልና ምንትስዮ ቅብጥርስዮ የለም እያሉ ነው ,Free
3970,ሱዳን    ሂሂ አባው  ወዳጄ ኢትዮጵያን ነክቶ ሰላም ውሎ ማደር የለም  እረፍትህን ነው የምታጣው  ,Free
3971,ሄንን ብልህ ከሆንክ ከሱማሌም ከጣልያንም መማር ነው  ኢትዮጵያን ከነካህ እንደ ፈንጂ ጧ ብለህ ትበታተናታለህ  እንደበሰለ ፓስታ ልምሾ ሽባ ትሆናለህ  ትደክማለህ በቃ  አከተመ  ,Free
3972, ኢትዮጵያ ትነሳለች   ትንሳኤዋም ቅርብ ነው ,Free
3973,እኛ ሳንሄድ እነሱ ወደ እኛ እየመጡ ነው  በዚያ ተመልካች የለም  ገንዘብም አይሰራም  የኢትዮሳት የአየር ሽፋኑም ኬኒያና ኡጋንዳ ድንበር መግቢያ ድረስ ነው  ውስን ነው  አደንቁሮ መረጃ አሳጥቶ ለመግዛት ታስቦ ነው  ፈረንካም ተመልካችም ግን የለውም  ,Free
3974, ላይ ዋልታ  ኢሳት  አምሀራ  በም በም  አሻም  አሀዱ  ባላገሩ ተከስተዋል  የመካከለኛ ምስራቅ  የአረቡን አለም ተመልካች ስላጡ ቀስስ እያሉ እየመጡ ነው ,Free
3975, የኢትዮጵያ ልጆች  ናሁ ቲቪ  ተቪ ኢትዮ  ፕራይም ሚዲያ  እና ሌሎች የውጭ ሚድያዎችም ከእኛው ጋር ናቸው  ,Free
3976,እኛ ግን ከአራተኝነት ወደ አንደኝነት ከፍ ብለናል  መረጃ ቲቪ አንደኛ  መውረድ  ዝቅ ማለት የለም  አከተመ ,Free
3977, ዛሬማታ በመረጃ ቴቪ ነጭ ነጯን ከዘመዴ ጋር ምስራቅ ጎዣም ደብረ ማርቆስና ትግራይ ያመሻል  ,Offensive
3978, በምስራቅ ጎዣም ካህናትን  ዲያቆናትን  የሰንበት ተማሪዎችን እና ምእመናንን ደብድበው  ቀጥቅጠው  ነርተውም ሽባ ስላደረጉት  ወደ ዘብጥያ ወደ ወሀኒም ስለወረወሯቸው ፖሊሶች እና የፖሊስ አለቆች ስለ ትናንቱም የፍርድ ቤት ውሎም በሰፊው እንመለከታለን  ,Offensive
3979, ለምስራቅ ጎዣም ተፈጠረለትን አዲስ የኦርቶዶክስ ቅባት ሀይማኖት ተሀድሶዎቹ እነ አእመረ አሸብር እና አክራሪ ወሀቢያ እስላሞቹ እንዴት እንደሚደግፉት ገላልጠን በመረጃና በማስረጃ እናየዋለን   ,Offensive
3980, የቅዱስ ሲኖዶሱም ዝምታ  የማሀበረ ቅዱሳን ጮጋ ማለትም በሰፊው ይዳሰሳል  ሁላቸውም በለፀጉ እንዴ ኦኦ    ,Offensive
3981, አዲሱ ለጎጃም አማሮች የተፈጠረላቸው ኦርቶዶክስ ቅባት  የሚባለው ወሀቢያ እስላም የሚደግፈው ሀይማኖት ከአሁኑ ደረሰኝ አዘጋጅቶ  መታወቂያ አዘጋጅቶ  በብአዴን ፖሊሶች ጥበቃ በደንብ እንዲቋቋም እየተደረገ መሆኑንም እናያለን  ለጎጃም አማራ ሌላ እሳት እየተደገሰለት መሆኑንም እንመለከታለን  ,Offensive
3982, የእነ ሊቀ ሊቃውን አያሌው ታምሩ  የእነ መልአከ ብርሀን አድማሱ ጀንበሬ  የእነ እማሆይ ገላነሽ  የእነ ዮፍታሄ ንጉሴ  የእነ ሀዲስ አለማየሁ  የሊቃውንቱ ሀገር ጎዣም ሞተሻላ  ቱ አዛኜን የበላይ ዘለቀ ሀገርማ እንዲህ የብአዴን አዲስ ሀይማኖት መጫወቻ አትሆንም  ,Offensive
3983, ደብረ ማርቆሶች ግን አኩርታችሁኛል  ትናንት ፍርድቤት ግልብጥ ብላችሁ ሄዳችሁ ባሳያችሁት ድጋፍ ኮርቼባችኋለሁ  ,Offensive
